Successfully imported torchao. FP8 training enabled.
/root/gptspeedrun/train_gpt2_4090_90min_3_25loss.py:306: UserWarning: The given buffer is not writable, and PyTorch does not support non-writable tensors. This means you can write to the underlying (supposedly non-writable) buffer using the tensor. You may want to copy the buffer to protect its data or make it writable before converting it to a tensor. This type of warning will be suppressed for the rest of this program. (Triggered internally at /pytorch/torch/csrc/utils/tensor_new.cpp:1581.)
  return torch.frombuffer(f.read(), dtype=torch.uint16)[256*2:]
Converting Linear layers to Float8...
Run ID: 9211f9a3-f009-4782-8130-7ce2d9db9644
Step	Loss	Time(ms)	kt/s	Window	ETA(m)
1433	3.234	3470	151.1	1280	18.4
1434	3.531	3487	150.4	1280	18.4
1435	3.344	3459	151.6	1280	18.2
1436	3.172	3470	151.1	1280	18.2
1437	3.156	3485	150.5	1280	18.2
1438	3.156	3532	148.4	1280	18.4
1439	3.125	3465	151.3	1280	18.0
1440	3.625	3449	152.0	1280	17.9
1441	3.234	3459	151.6	1280	17.9
1442	3.453	3469	151.1	1280	17.9
1443	3.406	3480	150.7	1280	17.9
1444	3.375	3492	150.2	1280	17.9
1445	3.062	3470	151.1	1280	17.7
1446	3.312	3465	151.3	1280	17.6
1447	3.453	3464	151.3	1280	17.6
1448	3.281	3459	151.6	1280	17.5
1449	3.328	3453	151.8	1280	17.4
1450	3.438	3514	149.2	1280	17.6
1451	3.344	3446	152.2	1280	17.2
1452	3.125	3471	151.0	1280	17.3
1453	3.578	3472	151.0	1280	17.2
1454	3.391	3442	152.3	1280	17.0
1455	3.438	3442	152.3	1280	17.0
1456	3.688	3477	150.8	1280	17.1
1457	3.328	3432	152.8	1280	16.8
1458	3.297	3470	151.1	1280	16.9
1459	3.156	3415	153.5	1280	16.6
1460	3.312	3521	148.9	1536	17.1
1461	3.281	3469	151.1	1536	16.8
1462	3.297	3481	150.6	1536	16.8
1463	3.375	3461	151.5	1536	16.6
1464	3.266	3458	151.6	1536	16.5
1465	3.266	3505	149.6	1536	16.7
1466	3.375	3469	151.1	1536	16.5
1467	3.234	3505	149.6	1536	16.6
1468	3.312	3522	148.9	1536	16.6
1469	3.328	3497	149.9	1536	16.4
1470	3.406	3428	152.9	1536	16.1
1471	3.344	3558	147.3	1536	16.6
1472	3.297	3534	148.3	1536	16.4
1473	3.188	3487	150.3	1536	16.2
1474	3.172	3465	151.3	1536	16.0
1475	3.281	3434	152.7	1536	15.8
1476	3.047	3497	149.9	1536	16.0
1477	3.203	3504	149.6	1536	16.0
1478	3.156	3531	148.5	1536	16.1
1479	3.328	3487	150.4	1536	15.8
1480	3.266	3523	148.8	1536	15.9
1481	3.250	3472	151.0	1536	15.6
1482	2.984	3519	149.0	1536	15.8
1483	3.109	3524	148.8	1536	15.7
1484	3.188	3448	152.0	1536	15.3
1485	3.078	3484	150.5	1536	15.4
1486	3.281	3472	151.0	1536	15.3
1487	3.141	3582	146.4	1536	15.8
1488	3.359	3506	149.5	1536	15.4
1489	3.219	3531	148.5	1536	15.4
1490	3.516	3485	150.4	1536	15.2
1491	3.391	3506	149.6	1536	15.2
1492	3.531	3495	150.0	1536	15.1
1493	3.188	3509	149.4	1536	15.1
1494	3.203	3522	148.9	1536	15.1
1495	3.281	3489	150.3	1536	14.9
1496	3.359	3561	147.2	1536	15.1
1497	3.484	3497	149.9	1536	14.8
1498	3.172	3518	149.0	1536	14.8
1499	3.266	3577	146.6	1536	15.0
1500	3.484	3492	150.1	1536	14.6
1501	3.266	3465	151.3	1536	14.4
1502	3.328	3450	152.0	1536	14.3
1503	3.344	3468	151.2	1536	14.3
1504	3.344	3502	149.7	1536	14.4
1505	3.469	3503	149.7	1536	14.4
1506	3.188	3456	151.7	1536	14.1
1507	3.422	3484	150.5	1536	14.2
1508	3.000	3465	151.3	1536	14.0
1509	3.438	3557	147.4	1536	14.3
1510	3.328	3449	152.0	1536	13.9
1511	3.375	3564	147.1	1536	14.3
1512	3.234	3490	150.2	1536	13.9
1513	3.328	3470	151.1	1536	13.8
1514	3.266	3484	150.5	1536	13.8
1515	3.484	3507	149.5	1536	13.8
1516	3.078	3472	151.0	1536	13.6
1517	3.312	3426	153.0	1536	13.4
1518	3.344	3511	149.3	1536	13.6
1519	3.062	3470	151.1	1536	13.4
1520	3.109	3479	150.7	1536	13.4
1521	3.328	3473	151.0	1536	13.3
1522	3.281	3577	146.6	1536	13.7
1523	2.953	3510	149.4	1536	13.3
1524	3.328	3555	147.5	1536	13.4
1525	3.234	3469	151.1	1536	13.1
1526	3.250	3457	151.6	1536	13.0
1527	3.266	3515	149.1	1536	13.1
1528	3.172	3464	151.3	1536	12.9
1529	3.219	3511	149.3	1536	13.0
1530	3.172	3497	149.9	1536	12.9
1531	3.234	3482	150.6	1536	12.8
1532	3.125	3474	150.9	1536	12.7
1533	3.141	3523	148.8	1536	12.8
1534	3.391	3523	148.8	1536	12.7
1535	3.125	3519	149.0	1536	12.7
1536	3.188	3520	149.0	1536	12.6
1537	3.297	3567	147.0	1536	12.7
1538	3.469	3474	150.9	1536	12.3
1539	3.188	3502	149.7	1536	12.4
1540	3.094	3484	150.5	1536	12.3
1541	3.281	3553	147.6	1536	12.4
1542	3.328	3544	147.9	1536	12.3
1543	3.391	3538	148.2	1536	12.3
1544	3.484	3562	147.2	1536	12.3
1545	3.266	3521	148.9	1536	12.1
1546	3.312	3483	150.5	1536	11.9
1547	3.797	3537	148.2	1536	12.0
1548	3.438	3474	150.9	1536	11.8
1549	3.250	3522	148.9	1536	11.9
1550	3.234	3454	151.8	1536	11.6
1551	3.375	3495	150.0	1536	11.6
1552	3.375	3466	151.2	1536	11.5
1553	3.328	3442	152.3	1536	11.4
1554	3.375	3475	150.9	1536	11.4
1555	3.188	3475	150.9	1536	11.4
1556	3.219	3479	150.7	1536	11.3
1557	3.141	3482	150.6	1536	11.3
1558	3.438	3465	151.3	1536	11.1
1559	3.344	3502	149.7	1536	11.2
1560	3.328	3466	151.3	1536	11.0
1561	3.359	3443	152.3	1536	10.9
1562	3.188	3585	146.2	1536	11.3
1563	3.328	3530	148.5	1536	11.1
1564	3.375	3526	148.7	1536	11.0
1565	3.172	3559	147.3	1536	11.0
1566	3.391	3514	149.2	1536	10.8
1567	3.266	3492	150.2	1536	10.7
1568	3.281	3489	150.3	1536	10.6
1569	3.234	3477	150.8	1536	10.5
1570	3.219	3533	148.4	1536	10.7
1571	3.391	3505	149.6	1536	10.5
1572	3.234	3502	149.7	1536	10.4
1573	3.234	3503	149.7	1536	10.4
1574	3.234	3519	149.0	1536	10.4
1575	3.141	3495	150.0	1536	10.3
1576	3.094	3530	148.5	1536	10.3
1577	3.031	3520	149.0	1536	10.2
1578	3.156	3532	148.4	1536	10.2
1579	3.188	3554	147.5	1536	10.2
1580	3.234	3506	149.5	1536	10.0
1581	3.234	3515	149.2	1536	10.0
1582	3.281	3590	146.0	1536	10.1
1583	3.344	3521	148.9	1536	9.9
1584	3.219	3489	150.3	1536	9.7
1585	3.406	3478	150.8	1536	9.6
1586	3.328	3507	149.5	1536	9.6
1587	3.234	3559	147.3	1536	9.7
1588	3.391	3549	147.7	1536	9.6
1589	3.281	3533	148.4	1536	9.5
1590	3.219	3500	149.8	1536	9.4
1591	3.250	3479	150.7	1536	9.3
1592	3.156	3505	149.6	1536	9.3
1593	3.125	3532	148.5	1536	9.3
1594	3.469	3529	148.6	1536	9.2
1595	3.438	3466	151.3	1536	9.0
1596	3.281	3447	152.1	1536	8.9
1597	3.203	3484	150.5	1536	8.9
1598	3.266	3494	150.1	1536	8.9
1599	3.078	3521	148.9	1536	8.9
1600	3.391	3474	150.9	1536	8.7
1601	3.344	3490	150.2	1536	8.7
1602	3.422	3425	153.1	1536	8.5
1603	3.250	3462	151.4	1536	8.5
1604	3.406	3465	151.3	1536	8.5
1605	3.234	3466	151.2	1536	8.4
1606	3.094	3485	150.4	1536	8.4
1607	3.219	3514	149.2	1536	8.4
1608	3.047	3482	150.6	1536	8.3
1609	3.172	3452	151.9	1536	8.2
1610	3.297	3460	151.5	1536	8.1
1611	3.188	3459	151.6	1536	8.1
1612	3.344	3505	149.6	1536	8.1
1613	3.281	3472	151.0	1536	8.0
1614	3.203	3467	151.2	1536	7.9
1615	3.219	3487	150.3	1536	7.9
1616	3.078	3518	149.0	1536	7.9
1617	3.516	3505	149.6	1536	7.8
1618	3.219	3546	147.8	1536	7.9
1619	3.203	3478	150.7	1536	7.7
1620	3.219	3506	149.5	1536	7.7
1621	3.281	3493	150.1	1536	7.6
1622	3.203	3548	147.8	1536	7.6
1623	3.234	3502	149.7	1536	7.5
1624	3.422	3517	149.1	1536	7.4
1625	3.359	3524	148.8	1536	7.4
1626	3.031	3546	147.9	1536	7.4
1627	3.031	3510	149.4	1536	7.3
1628	3.484	3482	150.6	1536	7.1
1629	3.203	3543	148.0	1536	7.2
1630	3.422	3507	149.5	1536	7.1
1631	3.422	3491	150.2	1536	7.0
1632	3.250	3535	148.3	1536	7.0
1633	3.219	3508	149.5	1536	6.9
1634	3.406	3520	148.9	1536	6.9
1635	3.266	3509	149.4	1536	6.8
1636	3.172	3491	150.2	1536	6.7
1637	3.156	3565	147.1	1536	6.8
1638	3.422	3535	148.3	1536	6.7
1639	3.406	3469	151.1	1536	6.5
1640	3.234	3469	151.2	1536	6.4
1641	3.406	3516	149.1	1536	6.4
1642	3.297	3459	151.6	1536	6.3
1643	3.406	3496	150.0	1536	6.3
1644	3.312	3467	151.2	1536	6.2
1645	3.234	3430	152.8	1536	6.1
1646	3.141	3516	149.1	1536	6.2
1647	3.266	3493	150.1	1536	6.1
1648	3.109	3542	148.0	1536	6.1
1649	3.297	3426	153.0	1536	5.8
1650	3.438	3443	152.3	1536	5.8
1651	3.203	3520	148.9	1536	5.9
1652	3.016	3519	149.0	1536	5.8
1653	3.359	3483	150.5	1536	5.7
1654	3.078	3529	148.6	1536	5.7
1655	3.234	3485	150.4	1536	5.6
1656	3.312	3485	150.4	1536	5.5
1657	3.312	3444	152.2	1536	5.4
1658	3.406	3501	149.8	1536	5.4
1659	3.281	3506	149.6	1536	5.4
1660	3.203	3459	151.6	1536	5.2
1661	3.141	3476	150.8	1536	5.2
1662	3.219	3506	149.5	1536	5.2
1663	3.016	3506	149.5	1536	5.1
1664	3.469	3514	149.2	1536	5.1
1665	3.266	3529	148.6	1536	5.1
1666	3.125	3527	148.6	1536	5.0
1667	2.969	3480	150.7	1536	4.9
1668	3.266	3569	146.9	1536	4.9
1669	3.109	3485	150.4	1536	4.8
1670	2.938	3545	147.9	1536	4.8
1671	2.953	3512	149.3	1536	4.7
1672	3.219	3504	149.6	1536	4.6
1673	3.219	3503	149.7	1536	4.6
1674	3.125	3524	148.8	1536	4.5
1675	3.328	3517	149.1	1536	4.5
1676	3.250	3485	150.5	1536	4.4
1677	3.141	3586	146.2	1536	4.4
1678	3.297	3556	147.4	1536	4.3
1679	3.172	3518	149.0	1536	4.2
1680	3.375	3470	151.1	1536	4.1
1681	3.266	3583	146.3	1536	4.2
1682	3.312	3578	146.5	1536	4.1
1683	3.359	3521	148.9	1536	4.0
1684	3.094	3467	151.2	1536	3.9
1685	3.281	3523	148.8	1536	3.9
1686	3.375	3497	149.9	1536	3.8
1687	3.266	3473	151.0	1536	3.7
1688	3.375	3461	151.5	1536	3.6
1689	3.328	3449	152.0	1536	3.6
1690	3.406	3433	152.7	1536	3.5
1691	3.281	3511	149.3	1536	3.5
1692	3.125	3485	150.4	1536	3.4
1693	3.203	3511	149.3	1536	3.4
1694	3.312	3544	147.9	1536	3.4
1695	3.281	3491	150.2	1536	3.3
1696	3.141	3530	148.5	1536	3.2
1697	3.219	3539	148.1	1536	3.2
1698	3.344	3479	150.7	1536	3.1
1699	3.188	3492	150.1	1536	3.0
1700	3.141	3456	151.7	1536	2.9
1701	3.203	3503	149.7	1536	2.9
1702	3.281	3447	152.1	1536	2.8
1703	3.203	3448	152.0	1536	2.8
1704	3.078	3517	149.1	1536	2.8
1705	3.156	3519	149.0	1536	2.7
1706	3.062	3438	152.5	1536	2.6
1707	3.078	3541	148.1	1536	2.6
1708	3.188	3493	150.1	1536	2.5
1709	3.375	3465	151.3	1536	2.4
1710	3.125	3460	151.5	1536	2.4
1711	2.906	3463	151.4	1536	2.3
1712	3.203	3591	146.0	1536	2.3
1713	3.359	3515	149.1	1536	2.2
1714	3.109	3496	150.0	1536	2.2
1715	3.078	3453	151.8	1536	2.1
1716	3.219	3555	147.5	1536	2.1
1717	3.141	3472	151.0	1536	2.0
1718	3.234	3508	149.5	1536	1.9
1719	2.938	3516	149.1	1536	1.9
1720	3.234	3481	150.6	1536	1.8
1721	3.359	3514	149.2	1536	1.8
1722	3.312	3552	147.6	1536	1.7
1723	3.703	3542	148.0	1536	1.7
1724	3.266	3500	149.8	1536	1.6
1725	3.219	3501	149.8	1536	1.5
1726	3.297	3502	149.7	1536	1.5
1727	3.328	3484	150.5	1536	1.4
1728	3.312	3564	147.1	1536	1.4
1729	3.219	3469	151.2	1536	1.3
1730	3.250	3488	150.3	1536	1.2
1731	3.219	3491	150.2	1536	1.2
1732	3.312	3496	150.0	1536	1.1
1733	3.312	3491	150.2	1536	1.0
1734	3.375	3528	148.6	1536	1.0
1735	3.094	3513	149.3	1536	0.9
1736	3.172	3472	151.0	1536	0.9
1737	3.234	3473	150.9	1536	0.8
1738	3.234	3535	148.3	1536	0.8
1739	3.219	3465	151.3	1536	0.7
1740	3.203	3483	150.5	1536	0.6
1741	3.344	3490	150.2	1536	0.6
1742	3.219	3458	151.6	1536	0.5
1743	3.312	3466	151.3	1536	0.5
1744	3.125	3501	149.7	1536	0.4
1745	3.266	3497	149.9	1536	0.3
1746	3.281	3560	147.3	1536	0.3
1747	3.203	3512	149.3	1536	0.2
1748	3.188	3464	151.4	1536	0.2
1749	3.250	3448	152.0	1536	0.1
1750	3.266	3503	149.7	1536	0.1
1751	3.281	3510	149.4	1792	0.0
